usage_id,customer_id,subscription_id,usage_month,sessions,queries,dashboards_viewed,genie_questions
U00516,C0053,S0053,2026-04-01,25,162,57,20
U00517,C0053,S0053,2026-05-01,19,64,64,31
U00518,C0053,S0053,2026-06-01,19,64,77,17
U00519,C0053,S0053,2026-07-01,35,83,43,46
U00520,C0054,S0054,2026-01-01,6,53,28,6
U00521,C0054,S0054,2026-02-01,5,32,8,7
U00522,C0054,S0054,2026-03-01,9,44,33,16
U00523,C0054,S0054,2026-04-01,9,19,27,5
U00524,C0054,S0054,2026-05-01,9,67,22,3
U00525,C0054,S0054,2026-06-01,9,74,31,8
U00526,C0054,S0054,2026-07-01,4,10,9,2
U00527,C0055,S0055,2025-02-01,7,42,9,14
U00528,C0055,S0055,2025-03-01,10,63,18,10
U00529,C0055,S0055,2025-04-01,7,40,19,9
U00530,C0055,S0055,2025-05-01,5,44,12,6
U00531,C0055,S0055,2025-06-01,4,10,16,2
U00532,C0055,S0055,2025-07-01,2,16,7,2
U00533,C0056,S0056,2025-03-01,10,38,19,13
U00534,C0056,S0056,2025-04-01,25,192,91,6
U00535,C0056,S0056,2025-05-01,24,51,111,36
U00536,C0056,S0056,2025-06-01,20,84,27,11
U00537,C0057,S0057,2026-03-01,22,149,79,38
U00538,C0057,S0057,2026-04-01,35,237,174,50
U00539,C0057,S0057,2026-05-01,35,313,110,37
U00540,C0057,S0057,2026-06-01,17,169,29,20
U00541,C0057,S0057,2026-07-01,14,44,17,7
U00542,C0058,S0058,2025-07-01,4,37,14,3
U00543,C0058,S0058,2025-08-01,4,34,5,5
U00544,C0058,S0058,2025-09-01,9,53,36,6
U00545,C0058,S0058,2025-10-01,9,47,29,7
U00546,C0058,S0058,2025-11-01,11,30,21,8
U00547,C0058,S0058,2025-12-01,6,29,18,8
U00548,C0058,S0058,2026-01-01,6,48,23,9
U00549,C0058,S0058,2026-02-01,9,89,44,17
U00550,C0058,S0058,2026-03-01,6,17,14,5
U00551,C0058,S0058,2026-04-01,3,30,5,2
U00552,C0058,S0058,2026-05-01,9,47,24,14
U00553,C0058,S0058,2026-06-01,8,56,35,13
U00554,C0058,S0058,2026-07-01,5,44,6,1
U00555,C0059,S0059,2025-03-01,21,145,104,19
U00556,C0059,S0059,2025-04-01,20,55,35,40
U00557,C0059,S0059,2025-05-01,33,103,107,56
U00558,C0059,S0059,2025-06-01,0,0,0,0
U00559,C0059,S0059,2025-07-01,17,147,37,33
U00560,C0059,S0059,2025-08-01,11,50,31,8
U00561,C0059,S0059,2025-09-01,18,148,89,17
U00562,C0059,S0059,2025-10-01,10,43,47,17
U00563,C0059,S0059,2025-11-01,21,169,94,23
U00564,C0059,S0059,2025-12-01,28,278,35,10
U00565,C0059,S0059,2026-01-01,27,93,92,44
U00566,C0059,S0059,2026-02-01,10,93,40,12
U00567,C0059,S0059,2026-03-01,20,144,84,15
U00568,C0059,S0059,2026-04-01,28,102,131,24
U00569,C0059,S0059,2026-05-01,16,149,67,18
U00570,C0059,S0059,2026-06-01,33,239,47,31
U00571,C0059,S0059,2026-07-01,15,93,66,26
U00572,C0060,S0060,2025-05-01,10,30,24,5
U00573,C0060,S0060,2025-06-01,35,234,120,36
U00574,C0060,S0060,2025-07-01,20,141,41,35
U00575,C0060,S0060,2025-08-01,15,113,52,8
U00576,C0060,S0060,2025-09-01,33,90,72,21
U00577,C0060,S0060,2025-10-01,17,123,48,22
U00578,C0060,S0060,2025-11-01,10,22,26,9
U00579,C0060,S0060,2025-12-01,0,0,0,0
U00580,C0060,S0060,2026-01-01,27,92,107,10
U00581,C0060,S0060,2026-02-01,15,112,42,29
U00582,C0060,S0060,2026-03-01,0,0,0,0
U00583,C0060,S0060,2026-04-01,31,235,66,50
U00584,C0060,S0060,2026-05-01,4,36,14,4
U00585,C0060,S0060,2026-06-01,15,99,34,6
U00586,C0060,S0060,2026-07-01,9,43,43,14
U00587,C0061,S0061,2026-04-01,2,15,5,2
U00588,C0061,S0061,2026-05-01,5,38,8,2
U00589,C0061,S0061,2026-06-01,4,38,5,7
U00590,C0061,S0061,2026-07-01,4,14,14,3
U00591,C0062,S0062,2026-05-01,34,163,86,58
U00592,C0062,S0062,2026-06-01,33,269,140,52
U00593,C0062,S0062,2026-07-01,22,203,100,41
U00594,C0063,S0063,2025-11-01,11,76,46,21
U00595,C0063,S0063,2025-12-01,4,8,17,2
U00596,C0063,S0063,2026-01-01,4,29,12,3
U00597,C0063,S0063,2026-02-01,7,48,10,12
U00598,C0063,S0063,2026-03-01,10,45,22,13
U00599,C0063,S0063,2026-04-01,7,42,27,11
U00600,C0063,S0063,2026-05-01,7,27,21,2
U00601,C0063,S0063,2026-06-01,4,25,18,5
U00602,C0063,S0063,2026-07-01,11,106,21,16
U00603,C0064,S0064,2026-04-01,19,140,65,36
U00604,C0064,S0064,2026-05-01,11,43,49,9
U00605,C0064,S0064,2026-06-01,26,151,125,11
U00606,C0064,S0064,2026-07-01,33,118,87,31
U00607,C0065,S0065,2025-05-01,39,136,160,71
U00608,C0065,S0065,2025-06-01,60,385,71,45
U00609,C0065,S0065,2025-07-01,49,217,96,52
U00610,C0065,S0065,2025-08-01,0,0,0,0
U00611,C0065,S0065,2025-09-01,32,257,141,31
U00612,C0065,S0065,2025-10-01,3,22,13,6
U00613,C0065,S0065,2025-11-01,0,0,0,0
U00614,C0065,S0065,2025-12-01,56,397,258,100
U00615,C0065,S0065,2026-01-01,39,258,64,73
U00616,C0065,S0065,2026-02-01,32,305,129,21
U00617,C0065,S0065,2026-03-01,22,160,56,43
U00618,C0065,S0065,2026-04-01,43,401,59,9
U00619,C0065,S0065,2026-05-01,23,206,57,26
U00620,C0065,S0065,2026-06-01,22,80,54,6
U00621,C0065,S0065,2026-07-01,30,106,80,7
U00622,C0066,S0066,2025-09-01,5,15,19,3
U00623,C0066,S0066,2025-10-01,7,45,11,13
U00624,C0066,S0066,2025-11-01,3,11,11,6
U00625,C0066,S0066,2025-12-01,8,52,19,15
U00626,C0066,S0066,2026-01-01,11,46,55,7
U00627,C0066,S0066,2026-02-01,5,31,7,5
U00628,C0066,S0066,2026-03-01,7,59,31,6
U00629,C0066,S0066,2026-04-01,10,61,41,16
U00630,C0066,S0066,2026-05-01,7,40,13,8
U00631,C0066,S0066,2026-06-01,8,32,11,9
U00632,C0066,S0066,2026-07-01,0,0,0,0
U00633,C0067,S0067,2025-08-01,4,33,5,4
U00634,C0067,S0067,2025-09-01,3,30,13,5
U00635,C0067,S0067,2025-10-01,5,22,22,7
U00636,C0067,S0067,2025-11-01,1,6,3,1
U00637,C0067,S0067,2025-12-01,3,6,8,5
U00638,C0067,S0067,2026-01-01,2,12,5,0
U00639,C0067,S0067,2026-02-01,4,19,9,2
U00640,C0067,S0067,2026-03-01,4,18,6,1
U00641,C0067,S0067,2026-04-01,3,16,11,2
U00642,C0067,S0067,2026-05-01,1,2,5,1
U00643,C0067,S0067,2026-06-01,3,23,14,3
U00644,C0067,S0067,2026-07-01,4,12,14,4
U00645,C0068,S0068,2025-06-01,10,47,43,20
U00646,C0068,S0068,2025-07-01,3,26,4,3
U00647,C0068,S0068,2025-08-01,9,28,27,8
U00648,C0068,S0068,2025-09-01,10,63,32,3
U00649,C0068,S0068,2025-10-01,7,60,10,8
U00650,C0068,S0068,2025-11-01,5,49,9,9
U00651,C0068,S0068,2025-12-01,6,12,25,10
U00652,C0068,S0068,2026-01-01,7,56,22,6
U00653,C0068,S0068,2026-02-01,11,91,29,17
U00654,C0068,S0068,2026-03-01,7,55,28,9
U00655,C0068,S0068,2026-04-01,8,50,35,8
U00656,C0068,S0068,2026-05-01,0,0,0,0
U00657,C0068,S0068,2026-06-01,7,53,14,10
U00658,C0068,S0068,2026-07-01,6,42,9,9
U00659,C0069,S0069,2025-10-01,78,716,387,113
U00660,C0069,S0069,2025-11-01,51,345,57,98
U00661,C0069,S0069,2025-12-01,83,424,237,54
U00662,C0069,S0069,2026-01-01,20,45,30,11
U00663,C0069,S0069,2026-02-01,63,491,165,23
U00664,C0069,S0069,2026-03-01,33,84,79,15
U00665,C0069,S0069,2026-04-01,19,150,73,25
U00666,C0069,S0069,2026-05-01,31,223,81,12
U00667,C0069,S0069,2026-06-01,26,202,117,23
U00668,C0069,S0069,2026-07-01,1,7,2,0
U00669,C0070,S0070,2025-06-01,35,169,115,34
U00670,C0070,S0070,2025-07-01,15,33,72,28
U00671,C0070,S0070,2025-08-01,30,246,84,20
U00672,C0070,S0070,2025-09-01,3,19,11,3
U00673,C0070,S0070,2025-10-01,10,46,21,8
U00674,C0070,S0070,2025-11-01,10,46,48,3
U00675,C0070,S0070,2025-12-01,13,108,41,14
U00676,C0070,S0070,2026-01-01,32,163,156,37
U00677,C0070,S0070,2026-02-01,19,154,20,28
U00678,C0070,S0070,2026-03-01,26,168,36,33
U00679,C0070,S0070,2026-04-01,17,164,19,4
U00680,C0070,S0070,2026-05-01,19,171,29,17
U00681,C0070,S0070,2026-06-01,8,62,29,12
U00682,C0070,S0070,2026-07-01,29,152,49,34
U00683,C0071,S0071,2025-04-01,7,34,32,3
U00684,C0071,S0071,2025-05-01,3,7,5,6
U00685,C0071,S0071,2025-06-01,10,69,17,14
U00686,C0071,S0071,2025-07-01,6,16,25,2
U00687,C0071,S0071,2025-08-01,4,38,8,1
U00688,C0071,S0071,2025-09-01,9,19,28,17
U00689,C0071,S0071,2025-10-01,11,62,16,16
U00690,C0071,S0071,2025-11-01,4,38,9,6
U00691,C0071,S0071,2025-12-01,7,40,24,4
U00692,C0071,S0071,2026-01-01,4,13,9,4
U00693,C0071,S0071,2026-02-01,11,37,55,10
U00694,C0071,S0071,2026-03-01,9,77,30,10
U00695,C0071,S0071,2026-04-01,3,25,5,2
U00696,C0071,S0071,2026-05-01,4,33,10,3
U00697,C0071,S0071,2026-06-01,9,28,20,3
U00698,C0071,S0071,2026-07-01,8,30,29,15
U00699,C0072,S0072,2026-03-01,29,194,60,54
U00700,C0072,S0072,2026-04-01,19,147,71,27
U00701,C0072,S0072,2026-05-01,17,115,58,27
U00702,C0072,S0072,2026-06-01,20,195,26,29
U00703,C0072,S0072,2026-07-01,24,180,30,5
U00704,C0073,S0073,2026-05-01,2,8,8,4
U00705,C0073,S0073,2026-06-01,4,23,5,7
U00706,C0073,S0073,2026-07-01,3,25,6,2
U00707,C0074,S0074,2025-01-01,4,11,11,7
U00708,C0074,S0074,2025-02-01,8,39,39,11
U00709,C0074,S0074,2025-03-01,10,97,46,14
U00710,C0074,S0074,2025-04-01,11,108,35,5
U00711,C0074,S0074,2025-05-01,10,75,30,2
U00712,C0074,S0074,2025-06-01,4,22,6,7
U00713,C0074,S0074,2025-07-01,3,23,7,3
U00714,C0074,S0074,2025-08-01,6,31,27,12
U00715,C0074,S0074,2025-09-01,6,34,9,11
U00716,C0074,S0074,2025-10-01,5,21,14,7
U00717,C0074,S0074,2025-11-01,4,24,7,4
U00718,C0074,S0074,2025-12-01,10,93,22,10
U00719,C0074,S0074,2026-01-01,10,22,39,8
U00720,C0074,S0074,2026-02-01,6,53,7,12
U00721,C0074,S0074,2026-03-01,11,35,14,16
U00722,C0074,S0074,2026-04-01,10,47,25,2
U00723,C0074,S0074,2026-05-01,6,33,24,3
U00724,C0074,S0074,2026-06-01,6,42,7,2
U00725,C0074,S0074,2026-07-01,8,31,9,15
U00726,C0075,S0075,2026-03-01,32,265,146,8
U00727,C0075,S0075,2026-04-01,12,58,53,5
U00728,C0075,S0075,2026-05-01,28,157,117,30
U00729,C0075,S0075,2026-06-01,11,60,30,19
U00730,C0075,S0075,2026-07-01,27,138,54,35
U00731,C0076,S0076,2025-10-01,35,313,152,43
U00732,C0076,S0076,2025-11-01,20,136,44,11
U00733,C0076,S0076,2025-12-01,27,229,129,48
U00734,C0076,S0076,2026-01-01,24,70,37,10
U00735,C0076,S0076,2026-02-01,11,98,30,3
U00736,C0076,S0076,2026-03-01,13,41,28,5
U00737,C0076,S0076,2026-04-01,23,154,88,39
U00738,C0076,S0076,2026-05-01,4,15,14,8
U00739,C0076,S0076,2026-06-01,17,95,22,33
U00740,C0076,S0076,2026-07-01,24,234,106,44
U00741,C0077,S0077,2025-05-01,78,667,182,31
U00742,C0077,S0077,2025-06-01,78,382,381,124
U00743,C0077,S0077,2025-07-01,42,113,151,59
U00744,C0077,S0077,2025-08-01,26,246,82,42
U00745,C0077,S0077,2025-09-01,20,170,58,11
U00746,C0077,S0077,2025-10-01,67,455,142,54
U00747,C0077,S0077,2025-11-01,75,273,127,126
U00748,C0077,S0077,2025-12-01,57,204,113,94
U00749,C0077,S0077,2026-01-01,36,148,94,59
U00750,C0077,S0077,2026-02-01,87,578,104,24
U00751,C0077,S0077,2026-03-01,59,399,75,55
U00752,C0077,S0077,2026-04-01,13,82,30,8
U00753,C0077,S0077,2026-05-01,53,258,240,93
U00754,C0077,S0077,2026-06-01,84,738,284,53
U00755,C0077,S0077,2026-07-01,72,626,83,120
U00756,C0078,S0078,2025-06-01,11,38,51,8
U00757,C0078,S0078,2025-07-01,4,21,6,3
U00758,C0078,S0078,2025-08-01,10,22,19,3
U00759,C0078,S0078,2025-09-01,5,29,5,8
U00760,C0078,S0078,2025-10-01,10,72,14,8
U00761,C0078,S0078,2025-11-01,3,25,14,4
U00762,C0078,S0078,2025-12-01,11,41,54,13
U00763,C0078,S0078,2026-01-01,3,27,11,1
U00764,C0078,S0078,2026-02-01,8,46,28,9
U00765,C0079,S0079,2025-06-01,84,170,231,125
U00766,C0079,S0079,2025-07-01,50,464,214,39
U00767,C0079,S0079,2025-08-01,73,527,197,101
U00768,C0079,S0079,2025-09-01,33,265,72,19
U00769,C0079,S0079,2025-10-01,82,523,289,18
U00770,C0079,S0079,2025-11-01,69,342,173,121
U00771,C0079,S0079,2025-12-01,51,339,190,41
U00772,C0079,S0079,2026-01-01,25,74,37,10
U00773,C0079,S0079,2026-02-01,45,317,61,88
U00774,C0079,S0079,2026-03-01,86,255,323,171
U00775,C0079,S0079,2026-04-01,55,527,116,65
U00776,C0079,S0079,2026-05-01,87,455,412,104
U00777,C0079,S0079,2026-06-01,73,636,298,87
U00778,C0079,S0079,2026-07-01,69,139,208,108
U00779,C0080,S0080,2025-06-01,31,266,35,12
U00780,C0080,S0080,2025-07-01,14,33,21,14
U00781,C0080,S0080,2025-08-01,11,75,15,14
U00782,C0080,S0080,2025-09-01,25,73,38,17
U00783,C0080,S0080,2025-10-01,26,64,91,17
U00784,C0080,S0080,2025-11-01,26,97,81,38
U00785,C0080,S0080,2025-12-01,26,221,26,39
U00786,C0080,S0080,2026-01-01,25,129,113,16
U00787,C0080,S0080,2026-02-01,13,82,55,8
U00788,C0080,S0080,2026-03-01,17,35,65,23
U00789,C0080,S0080,2026-04-01,29,62,123,18
U00790,C0080,S0080,2026-05-01,28,232,93,37
U00791,C0080,S0080,2026-06-01,13,54,22,15
U00792,C0080,S0080,2026-07-01,19,83,41,17
U00793,C0081,S0081,2026-05-01,3,8,10,2
U00794,C0081,S0081,2026-06-01,10,31,38,3
U00795,C0081,S0081,2026-07-01,6,22,11,7
U00796,C0082,S0082,2025-11-01,11,29,49,16
U00797,C0082,S0082,2025-12-01,10,31,23,10
U00798,C0082,S0082,2026-01-01,9,49,14,11
U00799,C0082,S0082,2026-02-01,7,70,17,12
U00800,C0082,S0082,2026-03-01,10,46,37,16
U00801,C0082,S0082,2026-04-01,10,57,42,6
U00802,C0082,S0082,2026-05-01,11,97,34,11
U00803,C0082,S0082,2026-06-01,9,90,18,6
U00804,C0082,S0082,2026-07-01,6,48,16,8
U00805,C0083,S0083,2025-10-01,27,91,116,39
U00806,C0083,S0083,2025-11-01,17,144,75,4
U00807,C0083,S0083,2025-12-01,31,104,53,27
U00808,C0083,S0083,2026-01-01,11,31,22,8
U00809,C0083,S0083,2026-02-01,30,116,139,46
U00810,C0083,S0083,2026-03-01,21,44,79,19
U00811,C0083,S0083,2026-04-01,30,262,144,27
U00812,C0083,S0083,2026-05-01,23,152,59,6
U00813,C0083,S0083,2026-06-01,28,109,134,45
U00814,C0083,S0083,2026-07-01,29,95,142,50
U00815,C0084,S0084,2026-05-01,87,441,178,85
U00816,C0084,S0084,2026-06-01,0,0,0,0
U00817,C0084,S0084,2026-07-01,62,359,183,18
U00818,C0085,S0085,2026-05-01,9,75,35,10
U00819,C0085,S0085,2026-06-01,4,15,7,4
U00820,C0085,S0085,2026-07-01,5,22,14,1
U00821,C0086,S0086,2025-02-01,12,98,29,11
U00822,C0086,S0086,2025-03-01,10,54,41,14
U00823,C0086,S0086,2025-04-01,8,73,35,3
U00824,C0086,S0086,2025-05-01,28,176,118,56
U00825,C0086,S0086,2025-06-01,32,278,92,13
U00826,C0086,S0086,2025-07-01,16,35,40,22
U00827,C0086,S0086,2025-08-01,25,219,125,32
U00828,C0086,S0086,2025-09-01,20,151,89,37
U00829,C0086,S0086,2025-10-01,10,32,21,7
U00830,C0086,S0086,2025-11-01,12,64,32,15
U00831,C0086,S0086,2025-12-01,21,111,32,16
U00832,C0086,S0086,2026-01-01,12,110,27,18
U00833,C0086,S0086,2026-02-01,18,126,81,25
U00834,C0086,S0086,2026-03-01,14,48,44,21
U00835,C0086,S0086,2026-04-01,18,44,55,7
U00836,C0086,S0086,2026-05-01,14,123,49,18
U00837,C0086,S0086,2026-06-01,19,138,25,14
U00838,C0086,S0086,2026-07-01,22,65,62,36
U00839,C0087,S0087,2025-11-01,5,39,8,2
U00840,C0087,S0087,2025-12-01,6,40,28,3
U00841,C0087,S0087,2026-01-01,4,13,16,7
U00842,C0087,S0087,2026-02-01,9,49,11,8
U00843,C0087,S0087,2026-03-01,5,16,14,8
U00844,C0087,S0087,2026-04-01,9,22,9,3
U00845,C0087,S0087,2026-05-01,10,84,12,7
U00846,C0087,S0087,2026-06-01,7,15,16,11
U00847,C0087,S0087,2026-07-01,10,30,24,7
U00848,C0088,S0088,2025-05-01,3,28,5,5
U00849,C0088,S0088,2025-06-01,8,47,10,16
U00850,C0088,S0088,2025-07-01,4,32,7,1
U00851,C0088,S0088,2025-08-01,9,48,12,12
U00852,C0088,S0088,2025-09-01,10,42,25,3
U00853,C0088,S0088,2025-10-01,6,54,7,10
U00854,C0088,S0088,2025-11-01,11,63,31,17
U00855,C0088,S0088,2025-12-01,5,34,18,3
U00856,C0088,S0088,2026-01-01,10,83,31,10
U00857,C0088,S0088,2026-02-01,5,24,21,4
U00858,C0088,S0088,2026-03-01,4,11,20,6
U00859,C0088,S0088,2026-04-01,8,21,39,8
U00860,C0088,S0088,2026-05-01,10,27,20,12
U00861,C0088,S0088,2026-06-01,11,100,22,11
U00862,C0088,S0088,2026-07-01,1,4,2,0
U00863,C0089,S0089,2026-05-01,3,30,4,3
U00864,C0089,S0089,2026-06-01,5,21,25,4
U00865,C0089,S0089,2026-07-01,3,19,4,6
U00866,C0090,S0090,2025-08-01,5,40,16,3
U00867,C0090,S0090,2025-09-01,2,19,2,1
U00868,C0090,S0090,2025-10-01,2,10,9,3
U00869,C0090,S0090,2025-11-01,3,24,7,3
U00870,C0090,S0090,2025-12-01,3,28,7,1
U00871,C0090,S0090,2026-01-01,4,29,4,7
U00872,C0090,S0090,2026-02-01,3,21,12,1
U00873,C0090,S0090,2026-03-01,2,12,4,4
U00874,C0090,S0090,2026-04-01,4,21,19,7
U00875,C0090,S0090,2026-05-01,5,47,10,9
U00876,C0090,S0090,2026-06-01,3,13,11,2
U00877,C0090,S0090,2026-07-01,1,9,5,1
U00878,C0091,S0091,2025-05-01,4,27,8,3
U00879,C0091,S0091,2025-06-01,3,16,12,5
U00880,C0091,S0091,2025-07-01,9,18,38,9
U00881,C0091,S0091,2025-08-01,5,19,6,10
U00882,C0091,S0091,2025-09-01,4,35,18,2
U00883,C0091,S0091,2025-10-01,10,56,15,14
U00884,C0091,S0091,2025-11-01,10,32,46,2
U00885,C0091,S0091,2025-12-01,9,89,43,3
U00886,C0091,S0091,2026-01-01,11,72,15,8
U00887,C0091,S0091,2026-02-01,5,41,8,10
U00888,C0091,S0091,2026-03-01,7,55,30,12
U00889,C0091,S0091,2026-04-01,6,42,28,3
U00890,C0091,S0091,2026-05-01,4,8,14,5
U00891,C0091,S0091,2026-06-01,8,48,17,9
U00892,C0091,S0091,2026-07-01,10,65,22,3
U00893,C0092,S0092,2026-05-01,28,98,110,23
U00894,C0092,S0092,2026-06-01,25,218,113,21
U00895,C0092,S0092,2026-07-01,12,61,20,13
U00896,C0093,S0093,2025-06-01,22,220,66,18
U00897,C0093,S0093,2025-07-01,0,0,0,0
U00898,C0093,S0093,2025-08-01,27,232,51,43
U00899,C0093,S0093,2025-09-01,14,99,18,12
U00900,C0093,S0093,2025-10-01,0,0,0,0
U00901,C0093,S0093,2025-11-01,10,69,42,4
U00902,C0093,S0093,2025-12-01,13,38,15,14
U00903,C0093,S0093,2026-01-01,34,99,118,12
U00904,C0093,S0093,2026-02-01,32,140,52,59
U00905,C0093,S0093,2026-03-01,28,238,100,43
U00906,C0093,S0093,2026-04-01,0,0,0,0
U00907,C0093,S0093,2026-05-01,9,69,27,13
U00908,C0093,S0093,2026-06-01,14,91,60,12
U00909,C0093,S0093,2026-07-01,26,66,57,36
U00910,C0094,S0094,2025-02-01,73,444,141,140
U00911,C0094,S0094,2025-03-01,74,715,352,101
U00912,C0094,S0094,2025-04-01,53,231,185,70
U00913,C0094,S0094,2025-05-01,26,102,72,47
U00914,C0094,S0094,2025-06-01,34,216,41,18
U00915,C0094,S0094,2025-07-01,82,490,337,98
U00916,C0094,S0094,2025-08-01,83,297,299,135
U00917,C0094,S0094,2025-09-01,0,0,0,0
U00918,C0094,S0094,2025-10-01,38,233,40,35
U00919,C0094,S0094,2025-11-01,62,510,291,66
U00920,C0094,S0094,2025-12-01,81,372,235,72
U00921,C0094,S0094,2026-01-01,82,345,156,91
U00922,C0094,S0094,2026-02-01,64,507,201,107
U00923,C0094,S0094,2026-03-01,23,59,56,41
U00924,C0094,S0094,2026-04-01,26,247,26,9
U00925,C0094,S0094,2026-05-01,55,474,164,49
U00926,C0094,S0094,2026-06-01,37,349,95,55
U00927,C0094,S0094,2026-07-01,69,613,281,23
U00928,C0095,S0095,2025-06-01,3,16,10,5
U00929,C0095,S0095,2025-07-01,9,71,24,13
U00930,C0095,S0095,2025-08-01,6,41,25,2
U00931,C0095,S0095,2025-09-01,6,60,23,4
U00932,C0095,S0095,2025-10-01,3,20,9,6
U00933,C0095,S0095,2025-11-01,10,83,42,8
U00934,C0095,S0095,2025-12-01,6,54,9,3
U00935,C0095,S0095,2026-01-01,7,29,30,4
U00936,C0095,S0095,2026-02-01,3,29,13,3
U00937,C0095,S0095,2026-03-01,11,55,17,18
U00938,C0095,S0095,2026-04-01,1,9,4,1
U00939,C0095,S0095,2026-05-01,8,38,22,11
U00940,C0096,S0096,2026-01-01,17,130,51,14
U00941,C0096,S0096,2026-02-01,8,69,26,14
U00942,C0096,S0096,2026-03-01,1,10,5,1
U00943,C0096,S0096,2026-04-01,27,64,111,21
U00944,C0096,S0096,2026-05-01,16,125,53,14
U00945,C0096,S0096,2026-06-01,2,9,9,3
U00946,C0096,S0096,2026-07-01,11,45,32,10
U00947,C0097,S0097,2025-05-01,2,13,4,1
U00948,C0097,S0097,2025-06-01,3,22,9,6
U00949,C0097,S0097,2025-07-01,0,0,0,0
U00950,C0097,S0097,2025-08-01,3,12,7,1
U00951,C0097,S0097,2025-09-01,3,9,10,1
U00952,C0097,S0097,2025-10-01,1,8,4,2
U00953,C0097,S0097,2025-11-01,2,15,5,1
U00954,C0097,S0097,2025-12-01,4,31,18,7
U00955,C0097,S0097,2026-01-01,3,7,14,6
U00956,C0097,S0097,2026-02-01,1,6,1,1
U00957,C0097,S0097,2026-03-01,2,13,8,1
U00958,C0097,S0097,2026-04-01,2,16,6,3
U00959,C0097,S0097,2026-05-01,3,12,13,5
U00960,C0097,S0097,2026-06-01,0,0,0,0
U00961,C0097,S0097,2026-07-01,3,7,6,6
U00962,C0098,S0098,2025-05-01,11,36,18,3
U00963,C0098,S0098,2025-06-01,15,112,60,23
U00964,C0098,S0098,2025-07-01,26,126,45,42
U00965,C0098,S0098,2025-08-01,30,136,80,21
U00966,C0098,S0098,2025-09-01,32,185,145,23
U00967,C0098,S0098,2025-10-01,28,154,81,9
U00968,C0098,S0098,2025-11-01,28,96,36,20
U00969,C0098,S0098,2025-12-01,20,69,34,25
U00970,C0098,S0098,2026-01-01,35,233,128,47
U00971,C0098,S0098,2026-02-01,14,32,52,22
U00972,C0098,S0098,2026-03-01,25,60,78,18
U00973,C0098,S0098,2026-04-01,12,85,25,6
U00974,C0098,S0098,2026-05-01,29,237,80,9
U00975,C0098,S0098,2026-06-01,33,209,128,61
U00976,C0098,S0098,2026-07-01,19,43,63,9
U00977,C0099,S0099,2025-05-01,2,10,7,1
U00978,C0099,S0099,2025-06-01,11,43,36,20
U00979,C0099,S0099,2025-07-01,9,52,22,7
U00980,C0099,S0099,2025-08-01,7,60,19,10
U00981,C0099,S0099,2025-09-01,6,40,30,5
U00982,C0099,S0099,2025-10-01,8,73,8,14
U00983,C0099,S0099,2025-11-01,4,21,17,5
U00984,C0099,S0099,2025-12-01,8,54,18,6
U00985,C0099,S0099,2026-01-01,3,7,3,4
U00986,C0100,S0100,2026-04-01,32,258,40,15
U00987,C0100,S0100,2026-05-01,47,111,209,61
U00988,C0100,S0100,2026-06-01,30,104,137,53
U00989,C0100,S0100,2026-07-01,52,110,65,11
U00990,C0101,S0101,2025-11-01,6,26,11,9
U00991,C0101,S0101,2025-12-01,0,0,0,0
U00992,C0101,S0101,2026-01-01,11,66,55,15
U00993,C0101,S0101,2026-02-01,9,28,36,10
U00994,C0101,S0101,2026-03-01,6,33,22,4
U00995,C0101,S0101,2026-04-01,0,0,0,0
U00996,C0101,S0101,2026-05-01,11,73,19,20
U00997,C0101,S0101,2026-06-01,3,23,11,6
U00998,C0101,S0101,2026-07-01,9,38,24,11
U00999,C0102,S0102,2025-02-01,56,539,164,69
U01000,C0102,S0102,2025-03-01,25,218,75,50
U01001,C0102,S0102,2025-04-01,23,212,52,18
U01002,C0102,S0102,2025-05-01,79,502,116,68
U01003,C0102,S0102,2025-06-01,81,344,88,63
U01004,C0102,S0102,2025-07-01,64,357,167,62
U01005,C0102,S0102,2025-08-01,84,772,260,148
U01006,C0102,S0102,2025-09-01,21,123,34,37
U01007,C0102,S0102,2025-10-01,0,0,0,0
U01008,C0102,S0102,2025-11-01,36,275,106,53
U01009,C0102,S0102,2025-12-01,0,0,0,0
U01010,C0102,S0102,2026-01-01,79,555,149,48
U01011,C0102,S0102,2026-02-01,30,272,146,52
U01012,C0102,S0102,2026-03-01,70,676,268,108
U01013,C0102,S0102,2026-04-01,55,223,77,29
U01014,C0102,S0102,2026-05-01,48,327,209,39
U01015,C0102,S0102,2026-06-01,23,92,40,34
U01016,C0102,S0102,2026-07-01,75,441,182,56
U01017,C0103,S0103,2025-10-01,35,343,58,29
U01018,C0103,S0103,2025-11-01,32,70,88,19
U01019,C0103,S0103,2025-12-01,24,234,69,15
U01020,C0103,S0103,2026-01-01,25,102,84,32
U01021,C0103,S0103,2026-02-01,33,298,90,57
U01022,C0103,S0103,2026-03-01,24,61,105,25
U01023,C0103,S0103,2026-04-01,20,186,62,16
U01024,C0103,S0103,2026-05-01,26,186,87,10
U01025,C0103,S0103,2026-06-01,30,203,82,33
U01026,C0103,S0103,2026-07-01,29,129,67,49
U01027,C0104,S0104,2026-05-01,3,26,5,6
U01028,C0104,S0104,2026-06-01,11,50,37,6
U01029,C0104,S0104,2026-07-01,5,44,12,8
U01030,C0105,S0105,2026-06-01,67,581,246,88
U01031,C0105,S0105,2026-07-01,84,350,333,157
